TRANSACTION_ID,CUSTOMER_NUMBER,TRANSACTION_VALUE,TRANSACTION_DATE_TIME,NUMBER_OF_ITEMS
ef2a8b34-bd30-4e18-a7ce-e52d602d56cd,OSMD7499,14207691.120000001,2022-07-20 03:05:55,4
03df49fd-3778-4aec-85b4-d2e3a190fcb9,JKSZ4276,424521.44,2022-12-31 11:20:28,12
1eeaa825-c5e2-4b3a-96e8-88d566cfd7b6,DOXP8251,3768722.2600000002,2022-01-12 15:23:19,20
35ce790b-121b-4c1b-8409-7689a9ed0d54,MQQK7861,1423193.2,2022-10-25 15:55:00,25
2d40003e-298c-48d6-8bfe-e12ee1f425ea,ERGZ9982,10300041.040000001,2022-01-20 21:22:51,19
c3bcc79d-d004-456e-bac8-23e6e9844c37,VOZI0060,2737685.94,2022-06-23 16:08:10,26
54e4c867-09ef-49fa-ad8c-b34ebea8a24c,XEND4718,77816.72,2022-12-03 10:09:10,10
a82d7113-1cbd-49a9-8cf3-c724e1585da5,SKID2604,19278506.0,2022-12-06 01:56:41,24
f3f1233b-ce38-45a9-9dbd-3d6a13e30204,VJHN1171,10202074.72,2022-10-06 12:09:50,19
0eeb3cc8-4bad-4af2-a515-e27a79388108,HZSP2460,8206014.83,2022-07-08 06:48:45,4
9364aadc-f25a-4b0f-81fb-574e80fb535c,KTHO7010,1208592.96,2022-05-30 02:46:20,27
8551b521-a7ba-4728-908f-555405baf3df,YOOW5460,4868187.600000001,2022-04-06 10:39:24,13
8328d795-64e8-4ff2-8a5d-9660cb13934b,VERW2833,3962458.8,2022-04-05 10:47:24,1
b92ac310-4e31-4d83-9f05-945b856d9f3a,RHOX5408,1786449.3299999998,2022-06-15 07:40:36,29
0d06bcb3-7dd0-41c6-ad29-5463ce3f10f2,CEYS6045,3218335.8600000003,2022-04-28 23:16:17,10
5d829b0f-e44a-4a85-bc5a-3c5a80909c4f,NRTO5662,4496540.86,2022-05-02 08:46:09,11
adaab0da-fb05-4cca-b215-17638a86bacc,CFDR7473,14397625.549999999,2022-02-16 22:58:14,13
3efd7675-4be3-4aa1-8352-fc2d63b754cf,BDFE1269,2922795.05,2022-06-24 20:27:01,23
f96af2b0-4785-47b4-89d8-50f96ee4e8c7,HXZU5883,71554.12,2022-05-14 00:00:03,17
442e2ec4-7d41-4c93-ac8e-009642dafec6,GQQB4696,8461407.36,2022-10-11 17:29:02,18
6d2cf448-0a2e-46a3-a8ad-bfb42be5bbc9,CMHQ0094,8263603.7,2022-09-07 09:15:32,14
c84d82af-e1b0-489c-a648-c522fbfda92a,ZALR3740,1464922.8,2022-04-20 16:26:22,14
e6ae5917-f9ea-4cd3-b795-52327c394035,LHWY5685,3751617.5000000005,2022-04-01 06:30:18,9
254cd2b3-643e-43d5-9fa4-2752773c4ad1,IHRD8021,5069749.86,2022-04-23 04:11:50,19
56090051-8331-4c78-a3a9-0302318ff73a,JHMX8528,2525336.52,2022-03-06 18:41:51,3
eaa52c5c-b8d1-4622-b89c-c80e0b09da76,QEYN7910,23711.16,2022-10-27 08:06:14,20
5b8b1b0b-f187-4706-85ed-063afcc5c558,FFNA0728,1246957.2,2022-10-24 04:50:20,29
3d1643b6-e625-4388-a5ae-72a6edfef070,RCXW3561,125357.7,2022-08-26 17:05:46,21
11c3af36-7db5-4d36-9f98-0f66806a663d,KTHO7010,5730299.82,2022-02-03 07:59:07,2
38759937-2b51-4847-875a-3181fc5e7d38,QEYN7910,1694737.17,2022-01-26 20:25:58,29
14945d34-fbb7-4777-b30d-702b082ba063,KMUC1064,7391628.840000001,2022-05-20 04:38:04,14
0eb7d7df-74b0-421b-94f1-fbb0b22ab38d,VQWJ8570,485731.68000000005,2022-06-12 21:32:35,14
f8c80af1-d72b-4ae3-bddd-c431596b8b50,FZQP8153,2642537.6999999997,2022-11-14 01:24:28,17
5f69b8ba-057f-47a5-a958-87f387575254,FFNA0728,1379271.2399999998,2022-05-07 17:23:12,11
28c13ac6-4ec6-4063-ac5a-0c668b206799,QIJD8945,434523.60000000003,2022-03-22 18:16:20,7
c8274b1a-c094-4c96-a781-9798a8aa3de0,CVCT4537,783400.23,2022-04-21 21:26:49,26
41286594-d714-4209-9dee-a71d40808fb9,WJVF6816,6938937.3,2022-02-14 03:02:50,28
b68c7f7a-da07-4cf4-9637-b55d493fce9f,RCXW3561,9604979.8,2022-02-08 21:38:14,6
667332af-33fa-4b47-9453-6b8b493ac6af,USOI8337,1735760.81,2022-02-04 21:46:45,13
f5f1ca4d-aa62-4c28-bbfc-06bbb0a51b41,KQCS0644,12999697.92,2022-11-26 04:43:53,1
3b93b4ac-ffba-4b95-9fc3-440be4ed7358,SMCL2648,13426787.68,2022-02-04 09:38:36,6
79bee9b8-51e7-4799-b0cc-987a2f354503,FZQP8153,7267295.88,2022-06-08 15:37:57,10
e6b199d7-979f-4f92-a262-f22050c745b9,XEND4718,2392700.1,2022-04-24 00:04:12,10
d293266b-ab96-49d3-9d47-cc3e2e4cce07,HYTR2475,1282980.0,2022-10-24 13:19:30,17
a8c11536-b630-4511-8157-2a4e74d858bb,DQXH0533,1648377.6400000001,2022-05-12 10:13:17,17
410c65f5-8f10-4222-8ef9-eebf91781e92,THOZ5201,2439146.78,2022-01-28 11:44:09,21
832dd81a-a6a2-421b-9808-84abaeda1b90,SRKN6506,9857438.64,2022-07-15 13:30:44,20
568b4a3e-7487-4b3c-a174-fadbfe124a22,YKTL3440,7094391.59,2022-06-02 07:28:26,7
71cc4582-43e4-4e01-a382-73f4a7b628df,DYMH7951,175763.84,2022-05-19 15:09:24,13
b244369e-3f13-47d0-be5f-92e6d48cb9a1,JHMX8528,311685.74,2022-05-09 19:34:36,29
d37c10c7-ef04-43cf-9481-c46c71bb2b5a,HZSP2460,368827.54,2022-07-11 14:45:30,27
05189602-8196-4028-8067-2537e0c4fe22,HQER6423,17116077.8,2022-06-03 11:59:10,18
7cd2f044-60dd-4456-a819-c70c5479de84,CTFQ4731,637739.85,2022-10-18 04:53:39,13
3ca00106-30a2-4ec6-89bd-6addbd6515af,HSCS8144,5036866.5600000005,2022-08-10 06:16:17,21
2ebefad0-8fe1-4555-977e-244cfe94eb33,QEYN7910,15212128.139999999,2022-12-15 07:53:40,25
4185afdf-b61b-47ce-926b-b03a1b919eaa,QEYN7910,5247.0,2022-11-02 00:54:25,12
22c49271-5c6e-48eb-93ae-4d3fb7162d9b,XCMK6973,2312947.44,2022-01-09 16:45:07,15
4401f3f3-8f92-4bd9-bce8-e3b9d4df6cdf,XCMK6973,7444619.5200000005,2022-10-06 02:14:08,16
c1668ebc-092c-4730-a366-9ebfaad1d121,KQCS0644,236495.28,2022-07-11 08:27:27,10
59dcd287-2f0e-49d7-a9d1-a70a5453d990,JFRM9801,55675.18,2022-05-17 20:22:01,27
588f820b-9b71-4f4a-bede-064bbf513be2,DUMU0038,8745847.33,2022-05-01 21:14:27,12
ae78a098-79ec-48e8-b8f4-f9aaf3328158,HNXW4891,12493040.32,2022-10-06 15:29:33,5
1c6d2efe-efbc-4aaf-8029-2cc3bfaa71cb,XMNU4289,5163932.279999999,2022-11-13 12:17:42,3
85cc4987-940b-491f-89eb-95cb03ee9ccc,YKTL3440,345970.3,2022-07-27 00:34:44,4
a6ee8ca3-c64e-476b-a281-8da4d097ef77,ZYWD0428,10367201.879999999,2022-11-17 21:24:51,24
5a95b036-3fcc-4b07-a952-f318b7f8d5be,VZYM8095,8656959.690000001,2022-12-23 14:40:33,30
6fd921d3-3fe2-4e73-be39-ccad205dba77,FYBG5808,913040.76,2022-07-28 06:31:47,4
cc53bd69-af35-47a5-815e-4ce4a3a3081f,WGEE8083,2992598.95,2022-08-31 15:56:42,2
88bfe60d-bfd5-4636-90e1-c7f1a1dbfce1,GIPP1918,2206162.0700000003,2022-01-14 20:55:29,13
2014f214-b105-431c-bd78-92ff2e508902,RHOX5408,18583053.64,2022-03-01 11:53:48,15
ccdc9568-9de2-4967-a4d9-4e1712e55db6,BOLT8183,1311075.36,2022-03-20 06:09:55,6
2b534919-605b-4aef-8c52-887f07d862f5,QIUN6058,481594.85,2022-02-24 19:19:19,3
d0806a35-505c-4e17-a469-ceb9adc3cea8,WWKU8944,340588.33,2022-08-18 12:23:32,26
3f157af4-a9b3-4315-817d-a9d071c740c4,ENGQ8850,19708538.0,2022-11-14 13:49:17,29
44021bce-5339-4f0c-a105-8f5ac6452cb4,FFNA0728,2523253.14,2022-07-04 02:43:26,14
4ff59dd8-b10b-4e7a-9f8d-24c8deba8192,IVCY9648,1700214.81,2022-03-10 16:42:54,14
b703bea1-cee1-4336-b45f-ee4c07352fb4,HUBC9772,3150070.4,2022-04-14 01:20:41,7
8d5b98e0-bc69-41f3-a165-3081d70776f7,WHTD6984,456460.07999999996,2022-04-09 14:11:28,25
2bd9047f-5eac-4cde-9ee8-43bb2c4427a2,BDKI8050,1754101.36,2022-04-28 20:33:41,14
5315d136-00a2-4d5f-be17-05771e9f0b10,UJPZ3672,3209134.52,2022-01-31 10:59:35,9
e0f7daee-6f7d-4080-a836-e38361bb42a9,HXZU5883,1682921.19,2022-12-27 22:28:22,21
f7d3b9f3-7c3d-4c73-8d12-807cfcd88c87,GKPV1380,1669675.6800000002,2022-12-17 00:03:02,12
fe5d1c49-e586-46f6-ba34-7309a073329a,IHRD8021,31697.35,2022-12-07 07:29:19,9
b830ce02-cc72-4d08-be36-c30fae991f39,OSMD7499,8091547.5200000005,2022-01-11 11:54:58,1
5608f554-8c82-4e7b-9508-4158772708b4,RELE8993,2802792.9699999997,2022-03-18 21:38:49,23
8b6a3266-7635-43e7-9f2e-ac2ca92311cd,XDVM2385,4310462.64,2022-02-07 15:08:28,20
29257069-51eb-4b36-9d3f-d47a07d69e45,LGNX5169,1011435.35,2022-05-16 09:41:47,22
f463546f-1bd1-48eb-9ce1-a36006e5e7b7,GIQS4126,12937054.969999999,2022-02-13 08:45:45,30
15715869-1e17-4306-ad11-2494e2046127,ZALR3740,3115114.0,2022-01-15 01:55:01,7
26cdc90d-0100-4da8-a54b-4bb904286367,YKTL3440,2145968.88,2022-07-30 10:53:11,29
f65cc25f-3bf4-48c2-a2b2-4e00b597e78b,DYUP3138,5525916.45,2022-08-06 06:25:25,2
a77e4aea-c316-4fbd-a4b8-2edb61780965,ZTSV9643,1048754.85,2022-04-09 03:32:16,14
e013e574-d6cd-4d2e-923d-1978aed0cc44,DSNW1042,1362454.0999999999,2022-04-26 09:48:03,1
ab768096-61f7-43bb-8063-b6ccb3c32a33,LXNZ9663,76900.81,2022-04-11 15:33:18,18
895260b1-5b91-438b-960d-a9e94f19e554,SKWR5365,9580155.0,2022-03-23 12:40:32,22
3f9c33f0-b1f6-4e53-acf7-6e453e111d32,NGZD0361,9171532.5,2022-05-09 18:50:14,15
b866f294-c879-49ab-8daf-05436df8e95c,ABMN9795,1706287.44,2022-04-02 03:57:26,15
7b436350-b26b-4b4c-8475-9b0ab8762323,AZUG9913,230223.84,2022-07-09 04:15:18,15
5718dc50-8fff-4e5b-b159-5f4ac3bdd62e,LHWY5685,6771614.69,2022-05-17 22:31:25,7
2152825b-f33d-4eeb-854c-ec56bfb637ec,MQFN6589,14432529.200000001,2022-07-10 21:01:01,18
2f714924-4398-422e-8274-c6f98fe5c3d5,DQXH0533,830656.15,2022-05-05 20:01:44,26
15067a57-2b17-4157-97ee-1d60b18a66d8,VJBC8203,46205.72,2022-10-14 12:54:28,8
04286b5a-6452-4f7d-9ecb-e0ebd521dabb,NGZD0361,3817231.0799999996,2022-11-14 12:19:21,2
ccdd435c-1b59-4ac4-af9c-3fc00d4658c5,YBEU6335,4633934.5200000005,2022-02-16 08:25:16,29
33e6ce09-eb72-4613-a5b9-443438533ea4,VZYM8095,2440056.7800000003,2022-01-12 01:02:36,25
5c9dfe12-c2d5-44f3-aed1-4f4e12ee5f9f,GQQB4696,9482025.49,2022-04-15 22:00:52,29
f7a2b21c-3af4-4ec1-be7b-7cc14802b794,FAMP7004,1210490.88,2022-04-24 00:23:22,3
5d53922a-8fc4-46dd-8683-8bf215ac7212,JKSZ4276,11042879.54,2022-07-28 06:26:34,8
3a9ba992-afeb-4569-bbde-e5b01783cd53,IZGO0635,4840671.69,2022-06-06 23:56:03,7
fe98e3ca-d4d1-4129-946d-53350271a965,FYPK0589,10905384.85,2022-04-23 05:54:12,16
ab256f16-a130-4117-b396-6a3d2a030b68,HSCS8144,452940.48,2022-05-25 05:25:08,27
e4a2ce6b-75b2-43d8-8750-0fc81e9f5faa,JFRM9801,10566995.25,2022-10-18 09:14:40,16
092c2978-093d-428b-b082-5cd3667b0e6e,GQQB4696,2900919.43,2022-05-03 20:55:52,7
1d20e21a-669d-457f-bcc8-a2891481cf79,HNWT3438,327360.99,2022-02-24 14:59:10,14
28daf386-6e91-40b5-9515-ab1d4a7a5f67,YXGU7083,46831.62,2022-09-24 19:31:21,27
47e43eee-ee97-4370-aaac-4e42d088505d,QTHR3509,2890084.68,2022-04-14 07:35:44,11
04ca00c4-29cd-42b7-a1e1-38dbc7883227,DVXF3333,2501449.6,2022-08-31 11:53:32,11
0df112f0-38f8-4d65-a0fc-8e31db394799,DZEI5308,8709926.8,2022-06-20 20:39:04,19
8850a456-50bf-4a8f-aa27-0e3e5e614e55,HLSM9201,3770633.88,2022-06-28 14:52:03,30
8bdc64b2-480a-4bfa-92df-052628dba2f0,YXRS4952,7641071.1899999995,2022-03-30 07:10:16,17
bb8eba37-fde9-48e4-af12-b4bd018dfc15,EZXG7954,2182646.4000000004,2022-03-24 17:15:18,10
1de3b8cc-822d-480a-b250-b107f8702253,YKTL3440,14328711.0,2022-07-09 00:34:44,7
8b9f4452-5f3b-4d28-a8a4-95465519666b,KCCV5613,4921413.0,2022-09-20 06:39:44,17
fda54e22-6d01-4378-a507-623043ae1b84,ZRIM1431,10030295.55,2022-10-29 03:21:21,22
16d50686-b934-49ca-b84f-e5bb8a91dc8d,FYBG5808,2780180.4,2022-01-06 15:03:19,17
bf811ede-5356-41dc-8425-28d67faec3ad,UAXD2975,15672552.0,2022-10-19 08:02:51,1
13d826c9-5118-4404-a0a7-b0a31fc62d35,HXZU5883,2125268.16,2022-08-16 04:59:56,18
14e83d94-3352-4feb-967b-4368b7de4091,ZLLJ6468,6601526.100000001,2022-12-12 07:00:54,4
d9b5c928-88b9-45ef-8893-93e717f7c053,XDVM2385,2718666.39,2022-03-12 20:09:03,1
e20e273f-2573-43e0-a69c-c2fbd3ed9788,JFRM9801,23183.84,2022-05-03 06:10:49,9
7383fe5f-9e6a-4d32-88cd-972385840146,DYMH7951,2448900.9299999997,2022-07-03 14:24:13,3
6dd030e3-8b21-4f78-b3f4-f49c805fbed7,LHWY5685,2304410.4,2022-05-31 20:58:50,8
413cf37e-6818-4e22-82ea-bb1ecb9cbaf8,EPZK1796,1267271.12,2022-06-21 05:47:31,22
1be24a33-3be6-424a-86d9-a608f5c3d9b8,MEYR4035,3737870.99,2022-08-04 04:05:59,11
5e6c5196-328d-45f5-a018-4f9ebaab30ec,HGOV8402,5237234.239999999,2022-06-15 03:16:27,2
d49648dd-d540-49e7-a416-1684a9d2dd00,TXGD7793,1335514.5999999999,2022-11-26 11:49:34,27
5beffc22-4688-4a7f-b4e6-21a88a94a87d,VLEJ8248,1243601.6,2022-08-31 18:26:45,18
30d81455-db19-4df8-a234-8044a7dcbec7,RSWC9133,15850500.48,2022-03-28 16:02:15,23
9aa56c86-fc20-48f9-950f-ad97397b3150,VERW2833,10247068.530000001,2022-05-30 13:05:26,27
12c9a858-27f8-4b71-be30-6a9e49a20126,VQWJ8570,1402704.6800000002,2022-02-27 05:29:30,15
24da96ed-f9af-4282-a686-93b5f9a1aa80,VJBC8203,4607741.05,2022-11-21 14:38:12,13
0ebb4c42-043c-41cb-aff8-06fecd60effb,MUCI3933,5844503.7,2022-09-06 09:01:12,17
8f886a22-2b91-48bf-9ed7-da13dd5b734e,CEYS6045,2034563.5,2022-07-03 23:35:47,7
c01ef33a-57fe-4c13-948d-e9ade09ccf58,ZLLJ6468,4153447.5,2022-02-03 11:50:44,12
1f82332b-188d-4d84-a85c-03ca387d0669,JHMX8528,9100972.84,2022-10-08 17:01:47,8
9a14a7f4-3dfd-4800-9b7a-92f708126899,WHTD6984,3945217.9200000004,2022-02-11 04:29:02,20
b403c660-ff30-4bcc-82d5-18f625f306a2,AFRP2663,3573882.4000000004,2022-09-15 14:39:28,26
aa5e8820-0f6f-46a2-9d7a-20f46bb1e633,FZQP8153,2392028.07,2022-05-10 15:28:24,21
a21e10d5-99a8-4e27-87af-73f57d5e1cbd,RCXW3561,3478062.36,2022-10-26 20:33:41,7
9543419c-6f8b-40e2-ae3d-8ffc35f33b50,SRKN6506,93768.48000000001,2022-03-03 13:44:11,9
76f5dd75-1247-421a-9595-8330bf3c7bde,FYPK0589,171027.56,2022-10-21 05:34:45,20
2afbca9d-b24c-443d-a24e-b87dae9bc004,VRUV1256,2981567.68,2022-05-08 06:17:10,18
0103f4e2-3073-40ee-b018-3140388acebc,CXSR4951,1748790.0,2022-10-02 18:08:46,16
d483f200-8fd8-4676-b8d5-6973e21860be,IAWW0408,6795835.46,2022-01-03 23:32:53,21
4583b105-e0b1-4989-a28a-b75340692182,DOXP8251,1708453.74,2022-10-05 19:04:08,7
6a69df8a-8bb7-46ac-a7e7-218e4f1f3524,WHTD6984,858112.5,2022-03-11 02:49:44,21
dafc8131-4432-4ae8-ad69-1912fed9a716,EMWN2452,2969237.25,2022-09-16 03:40:29,10
24ddbe75-17c7-4c4e-9653-d0dbaf855f15,YBEU6335,141012.54,2022-10-31 13:34:24,17
872f0e28-0c3a-4da0-a7dc-23f1314b5ad8,XYWD8847,17380018.26,2022-04-21 04:08:14,1
29c679bf-dac4-4e3e-b649-9c6ea8915a19,GCNS3193,1686009.77,2022-11-08 00:20:19,20
15097ded-7a6c-46fe-bbf3-88d172bc7a88,VRUV1256,2947931.28,2022-12-06 18:30:39,15
9eb8a0f5-9187-4113-b95f-b49814385811,CVCT4537,6491092.32,2022-02-18 19:06:25,22
cb5ca8b3-cc5a-4980-8e58-22aad79425db,OVNT7217,10024381.13,2022-12-03 19:58:52,15
2ebd88fd-9fb7-4a13-9390-7da1f0107dae,BCIQ7578,4873492.38,2022-01-16 07:19:59,29
674332de-ddfa-45cf-9184-fe8acbc03280,CEYS6045,4858732.07,2022-06-26 08:31:30,20
588c79b7-bb1b-4699-992e-1ae9681d282b,KEQX8474,4602215.8100000005,2022-09-25 23:03:22,4
b61be11f-101e-494f-b367-22e2d5f0413a,HQER6423,11450081.24,2022-12-30 08:37:36,19
99265227-6126-4d7d-8d9d-e2c5d90ab261,KEQX8474,4256268.0,2022-08-05 19:55:07,13
8dbcfed3-ef1d-4f19-bacc-f3d14402e1bc,DKAG6324,4453152.44,2022-12-17 13:43:02,16
667ca672-4523-4cff-8281-27141b203dc0,HSCS8144,9213326.91,2022-03-23 06:15:42,2
4d0b22c9-5158-4002-8744-8659574a3f08,OSMD7499,3990398.25,2022-11-01 00:39:23,9
05de6a61-1c08-4975-b6c3-22812393efe5,CFDR7473,421198.04999999993,2022-12-22 10:43:26,1
f6086f30-3253-4701-b9ee-71568fe1ace8,SRKN6506,1386289.8,2022-04-25 18:46:00,26
3cc6d0ba-65a2-4f81-9271-c2cfcef47057,HSCS8144,72365.64,2022-05-22 01:10:48,18
28b07bf8-8ecb-47f9-9240-8360dfe1cc21,VRUV1256,19101779.759999998,2022-09-09 09:46:14,15
ada4daf9-901c-45b6-80c2-04e4642b471d,EWFU9935,385413.3,2022-07-26 12:39:50,23
3329e086-1125-4d2c-a034-32fab29e4b04,WJZW1772,4929934.98,2022-12-16 02:59:50,18
3fe42ff3-1002-4fe7-9970-a71eb385a4e3,SJFW1732,1744642.32,2022-11-11 00:59:43,11
3925c613-1706-45f3-8080-df4217115e43,GIQS4126,1137843.8399999999,2022-10-27 20:33:02,16
48355e10-7c1d-4d68-afb8-2f858e7c7e88,XEND4718,3260925.92,2022-10-28 16:19:08,20
5a7cea47-6088-4bf3-9668-df7625866742,XCRU4352,282523.5,2022-02-09 15:31:22,12
0eb91bff-4aaf-4259-bf5e-92e775cf6091,YKTL3440,5269806.12,2022-05-08 09:25:17,25
dd3893e0-2c6e-4596-8686-c5571bcbefb6,OSMD7499,5246829.6,2022-09-11 00:44:07,6
2c1845ec-d2db-493d-9167-4f795026ab68,OZCN7898,8779854.799999999,2022-03-17 13:06:10,7
16c07448-eb18-49ac-82e9-7d475f289f6f,LBIP8114,8201334.75,2022-09-27 23:35:57,11
781399cc-c719-4cbe-bca3-f12e96a4aa3e,YVWS9358,1720289.07,2022-10-09 16:20:20,10
a054d991-da21-43ab-9c30-635d93005977,CEYS6045,13913822.89,2022-03-08 19:55:01,7
29b38f76-97ed-450f-87e0-84bee6486ad1,SMCL2648,15468336.81,2022-09-11 17:20:45,16
94ec9c60-7c8a-4a2a-81ff-0a3b02728f59,USOI8337,214138.08,2022-11-24 22:27:57,12
d904ac7c-dad2-4cf6-b6dc-7c0aacfdc12b,HSCS8144,7148115.84,2022-05-29 00:34:43,5
756b3162-3579-46f9-bdf7-5d48d9543dcb,WGEE8083,9532006.4,2022-02-08 19:33:13,10
b3321fc5-fae6-4317-ad13-112ec2adf521,GQQB4696,1328822.75,2022-07-05 20:40:58,8
82f4f966-a8cf-4ca0-ae73-de3802fe2296,ABMN9795,1066080.75,2022-06-16 12:28:44,13
e11d1590-855e-4dcd-8d2f-d664ddf9f9c4,KMUC1064,819660.48,2022-06-21 05:07:40,10
45722ace-1b5a-4927-823f-3d4bc655f509,THCJ8609,16629671.52,2022-06-10 00:30:54,7
72577ad2-09c6-49ef-8521-7aaba8580e3c,RCXW3561,5509335.52,2022-08-18 22:51:57,15
010ba437-2d4c-48fa-9be0-446f3f45d1b0,CSYM1982,12813779.879999999,2022-07-03 23:28:14,20
ab2e349a-49b4-4ab5-86f6-981fc344cdab,KTHO7010,2568948.84,2022-12-27 01:14:00,15
df01803c-bbaa-40d5-973d-a69c402ad8b4,TRHH7810,4724353.92,2022-02-03 12:41:52,22
fa259087-320a-4a6d-b369-07cc68637563,KWFK6499,10908713.34,2022-06-30 23:08:12,6
da180720-05f4-48c1-88be-5404cf77e816,UCIU4927,5378272.899999999,2022-01-27 15:02:47,4
093d106f-7df0-4e56-aff0-87881c9ebda6,MGMV4726,72200.4,2022-08-15 05:45:06,29
744801fb-ef08-4e00-b436-c12c14ffde6e,OODL1476,1558384.5799999998,2022-02-27 07:40:50,19
1a18c01d-3041-4e88-b339-5f6a544454e2,KTHO7010,1645148.76,2022-07-31 15:12:17,20
2e3af20b-211e-4f99-8333-1672b40561f0,GKPV1380,4767632.46,2022-03-13 09:34:01,15
fff7eb7c-f232-4f92-bc22-9323635b8bd1,XYWD8847,130407.4,2022-04-15 15:45:04,3
b049fc2b-0c34-486a-980c-55b496e818ca,GVMP4176,1347426.74,2022-09-30 06:33:03,8
4121b653-2d25-49ae-af29-f66d29cb4077,XDVM2385,218781.72000000003,2022-05-22 17:16:49,22
5fe3db75-945e-45b7-a8f8-9fa280e0e922,WJZW1772,1851501.0,2022-04-15 10:33:18,10
876a897d-155c-4ad9-bfd3-ddf448bc6549,ZSXK7043,10319127.84,2022-02-15 05:32:49,11
c38a5307-8958-4ba6-a7d4-1ac682d40647,LGNX5169,1683985.32,2022-09-14 12:12:05,5
2b96a5c0-96b3-4710-aaaf-7e3481b76230,UHRJ2518,19550824.650000002,2022-04-29 14:08:54,14
62ce87d0-cb11-498f-9c20-342587669400,CFDR7473,6621702.63,2022-04-06 12:21:04,22
4d5556d9-cb03-49ba-aac0-5ba153b8a5ac,NGZD0361,2373699.9,2022-07-25 00:08:41,6
fa76d23a-4157-4727-bf17-67d6cb5cb36a,VRUV1256,2547014.34,2022-01-03 02:59:00,13
47cec776-8765-49c3-9d33-de4ba1da5a0d,BHXK0523,4223304.96,2022-05-27 07:11:52,17
30dd5369-419e-4b2b-939e-c517e7365ed7,DQXH0533,10774202.700000001,2022-09-29 12:32:17,4
46a28fce-525d-44d5-9a6b-b3de56092b53,RSWC9133,11635703.88,2022-11-14 03:33:52,26
e574e311-5085-43b4-9fe5-42cf9d4dcfdb,FAMP7004,2924196.52,2022-04-01 19:44:02,16
2a5faa94-a724-4033-bc3d-59b8ca852dfe,BDFE1269,1350171.4200000002,2022-08-14 18:17:40,4
6e48dd81-4655-4dba-b84b-3cb40fcef594,ZTSP7423,9751313.48,2022-12-12 01:23:18,11
a7f0cfaf-0582-457b-add9-dcfa9121646f,SXKJ9673,5781295.41,2022-08-31 22:06:48,29
6a1e3993-b589-4d7a-a5c0-ba0ad0224f7c,XEND4718,7573814.2,2022-02-24 23:51:16,9
38c69b7c-3422-41d0-9cc4-652c66f251b6,VFZK6154,6543897.36,2022-02-24 17:13:19,8
20bf0673-b9ad-4d3c-b123-bb659819663b,ZALR3740,1098997.2,2022-10-31 10:31:03,19
d32f48ff-05dc-4c41-9af5-72465ee5c644,OODL1476,5322504.760000001,2022-04-01 22:15:57,7
b4cb0f1c-2a34-46c3-aaa1-b47558a8c35a,IINW0393,10916594.2,2022-02-13 16:34:16,7
567b8d64-cbf8-4a9a-ac01-797cba74acce,VZYM8095,12031952.66,2022-08-20 02:08:53,20
0b768f91-fbb2-495b-b70a-e14127a9aa8e,NTDH4458,7451537.7,2022-10-22 07:58:10,26
08975fc0-1138-4439-82aa-3ae058bdd6d5,ABMN9795,141537.46,2022-02-13 02:34:47,11
854a4c8b-c52b-4228-a518-036c7486a216,YVWS9358,567979.52,2022-08-14 07:21:19,2
d1623fad-8e94-4665-a8c1-420107f77297,FPRW1008,98964.46,2022-02-12 02:56:17,28
e519dd9f-c8fd-4d17-a3de-2d95d52bfb95,DKAG6324,899185.14,2022-08-10 00:23:03,10
fbccf986-587c-4fcd-9d4d-d0b69fd7baaf,QEYN7910,1071384.88,2022-02-11 04:34:05,19
ddd8d2f0-dfff-4d93-8f41-f2003e73ef22,MGMV4726,1038950.44,2022-08-31 01:58:32,13
4a3bc0a9-314d-4076-bbf9-6bb4cdbfac04,HLSM9201,6517846.4,2022-12-18 00:43:39,26
c28fa1b7-054b-4420-aef9-d081bf2e9880,NGZD0361,2421904.16,2022-12-26 11:18:25,10
908c8ca9-6deb-4c11-aed3-8143fd5dfcb4,EZXG7954,205395.87,2022-04-25 14:49:32,11
0ebdf368-fd96-4655-b5f2-f2d5f0746536,SMCL2648,506251.35,2022-04-04 12:18:25,1
eececf8a-65fc-480e-b2c1-d415a8d88683,JFRM9801,403115.04,2022-02-19 00:20:45,18
cc7da985-1645-45d1-adec-3247f59de6cf,ZTSV9643,2216377.8000000003,2022-08-14 06:47:16,2
09dcdc27-7d81-4b59-bfbe-32be00814b90,WGEE8083,1916445.71,2022-10-21 04:01:23,1
9edbc430-a484-4698-9844-36fe53bca921,UHRJ2518,402700.32,2022-07-11 08:59:27,5
cf596430-254d-4f43-bde1-367bcb6e16aa,SJFW1732,4475843.3100000005,2022-08-18 01:08:48,4
1580caee-fd37-455c-a7bb-953417d3b899,DUMU0038,12010990.5,2022-06-14 11:18:45,26
01bb9aa6-00bc-42d5-b41a-3d2d15a73c03,JFRM9801,5716233.6,2022-08-19 13:26:28,10
b9f61576-526d-407a-8971-dedf3b808a0a,XIKP5634,1135529.34,2022-11-23 08:39:22,25
c519b9e1-dd8d-4bbd-8b7d-61d6afe5b641,CBAP1806,5961552.3,2022-08-10 02:37:31,24
87ce8c76-7988-49da-be48-ea389d51025e,QHVQ7493,14518764.72,2022-08-19 01:00:40,14
f6db8087-4807-43fd-b943-73a66ba029b9,KKTN4316,19228357.09,2022-09-07 00:25:40,24
5058c3e5-942e-4645-adc9-230a9aed8c01,VERW2833,7569511.500000001,2022-01-14 14:32:03,15
